video_id,title,channel_name,subscriber_count,category,publish_date,trending_date,days_to_trend,year,month,day_of_week,trending_country,language,duration_seconds,views,likes,dislikes,comments,like_view_ratio_pct,comment_view_ratio_pct,engagement_score
VID004679,Ocean - Drake (Live Performance),WorldShow,9984,Music,01-07-2024,02-07-2024,1,2024,7,Monday,MX,es,292,10000,629,50,50,6.29,0.5,7.79
VID004680,SHOCKING TikTok trends You Have to See,DrVlogs,98116,Pets & Animals,14-11-2020,28-11-2020,14,2020,11,Saturday,US,en,123,56005,1632,321,154,2.914,0.275,3.739
VID004681,Curry DESTROYS Chiefs,UltraZone,138598,Sports,14-10-2024,15-10-2024,1,2024,10,Monday,IN,en,1348,20876,1148,380,150,5.4991,0.7185,7.6547
VID004682,I Beat Valorant Without taking damage,WildNetwork,2019,Gaming,29-01-2020,31-01-2020,2,2020,1,Wednesday,US,en,1918,10000,977,204,84,9.77,0.84,12.29
VID004683,I Beat Fortnite Without weapons,EpicReacts,53920,Gaming,11-01-2026,14-01-2026,3,2026,1,Sunday,KR,ko,940,45057,1277,327,352,2.8342,0.7812,5.1779
VID004684,EU Crisis Explained,TopLive,3155,News & Politics,01-11-2022,02-11-2022,1,2022,11,Tuesday,BR,pt,160,10000,371,66,53,3.71,0.53,5.3
VID004685,You Won't BELIEVE What Happened Next!,FireOfficial,485755,Entertainment,31-08-2023,07-09-2023,7,2023,8,Thursday,US,en,668,467685,23458,2754,846,5.0158,0.1809,5.5584
VID004686,I Spent $50000 on luxury items,IceNation,39010,Entertainment,20-11-2021,27-11-2021,7,2021,11,Saturday,GB,en,576,25112,437,72,191,1.7402,0.7606,4.022
VID004687,We Found the UNBELIEVABLE survival challenge,BestShow,6078,People & Blogs,06-02-2025,08-02-2025,2,2025,2,Thursday,US,en,542,10000,100,13,90,1,0.9,3.7
VID004688,UNBELIEVABLE mystery box You Have to See,TeamPlays,651700,Comedy,16-02-2022,19-02-2022,3,2022,2,Wednesday,ID,id,336,119754,3332,1150,1306,2.7824,1.0906,6.0541
VID004689,NEW Zelda Update is INSANE,DarkSports,207415,Gaming,20-09-2023,21-09-2023,1,2023,9,Wednesday,ID,id,3738,192606,8777,1145,1520,4.557,0.7892,6.9245
VID004690,I Beat Palworld Without jumping,SkyVlogs,157352,Gaming,27-03-2020,28-03-2020,1,2020,3,Friday,MX,es,1118,98820,6804,1442,753,6.8852,0.762,9.1712
VID004691,Fire | Bad Bunny ft. Future,FireOfficial,19982,Music,09-11-2025,23-11-2025,14,2025,11,Sunday,RU,ru,351,10000,225,15,113,2.25,1.13,5.64
VID004692,This fast food is UNREAL,GlobalNews,1817,Film & Animation,14-12-2020,15-12-2020,1,2020,12,Monday,US,en,584,10000,936,159,18,9.36,0.18,9.9
VID004693,Gone - Billie Eilish (Live Performance),MoonHD,3447531,Music,31-07-2024,05-08-2024,5,2024,7,Wednesday,MX,es,170,306809,9463,2853,2058,3.0843,0.6708,5.0967
VID004694,Why Neuralink Will Change Everything,TrueClips,211457,Science & Technology,09-01-2022,23-01-2022,14,2022,1,Sunday,CA,en,2013,50925,990,256,307,1.944,0.6028,3.7526
VID004695,This survival challenge is UNREAL,TrueOfficial,129357,People & Blogs,04-03-2022,11-03-2022,7,2022,3,Friday,BR,pt,602,3631124,262671,32745,16776,7.2339,0.462,8.6199
VID004696,I Tested ChatGPT For 30 Days,RealFilms,186113,Science & Technology,17-07-2021,20-07-2021,3,2021,7,Saturday,VN,vi,208,255603,8359,2027,3576,3.2703,1.399,7.4674
VID004697,BREAKING: NBA Finals | Full Coverage,RealTV,258371,News & Politics,01-12-2024,03-12-2024,2,2024,12,Sunday,GB,en,53,79910,5439,755,718,6.8064,0.8985,9.5019
VID004698,What Wimbledon Means For The World,TheHD,1282687,News & Politics,17-02-2021,18-02-2021,1,2021,2,Wednesday,US,en,628,2258015,97410,16750,4449,4.314,0.197,4.9051
VID004699,Learn Psychology - Complete Beginner Guide,GlobalClips,391507,Education,07-07-2024,07-07-2024,0,2024,7,Sunday,US,en,610,93417,2680,442,2187,2.8689,2.3411,9.8922
VID004700,We Found the SHOCKING fast food,WorldOfficial,190600,Shows,03-08-2022,06-08-2022,3,2022,8,Wednesday,IN,en,337,68237,2014,362,239,2.9515,0.3502,4.0022
VID004701,I Spent $10000 on survival challenge,EpicStudio,1149868,Entertainment,04-06-2023,06-06-2023,2,2023,6,Sunday,US,en,471,1270409,50641,9622,3826,3.9862,0.3012,4.8897
VID004702,EPIC luxury items You Have to See,ProShorts,55411,Shorts,07-08-2023,10-08-2023,3,2023,8,Monday,JP,ja,26,10000,531,101,28,5.31,0.28,6.15
VID004703,We Found the SHOCKING luxury items,WildMusic,48547,Film & Animation,15-02-2026,20-02-2026,5,2026,2,Sunday,US,en,3474,10000,541,38,2,5.41,0.02,5.47
VID004704,Dua Lipa - Gone (Official Music Video),StudioBeast,10693,Music,07-11-2024,09-11-2024,2,2024,11,Thursday,RU,ru,389,10000,530,160,70,5.3,0.7,7.4
VID004705,🔥 Ariana Grande NEW SONG 2025,FireHub,109300,Music,13-06-2024,20-06-2024,7,2024,6,Thursday,GB,en,413,143480,15634,5400,594,10.8963,0.414,12.1383
VID004706,I Beat Valorant Without taking damage,DrCentral,5344,Gaming,20-11-2023,22-11-2023,2,2023,11,Monday,US,en,438,10000,100,12,26,1,0.26,1.78
VID004707,I Tested 5G For 30 Days,ProCentral,10320720,Science & Technology,19-06-2022,20-06-2022,1,2022,6,Sunday,US,en,250,15326898,532512,182466,77197,3.4744,0.5037,4.9854
VID004708,Ocean | Doja Cat ft. Lil Baby,StudioNation,245364,Music,04-01-2023,18-01-2023,14,2023,1,Wednesday,MX,es,214,21850,850,64,258,3.8902,1.1808,7.4325
VID004709,We Found the CRAZY luxury items,MegaDaily,66070,Comedy,25-04-2021,30-04-2021,5,2021,4,Sunday,BR,pt,5067,42780,2137,500,92,4.9953,0.2151,5.6405
VID004710,Russia Crisis Explained,DrReacts,647731,News & Politics,04-09-2022,06-09-2022,2,2022,9,Sunday,IN,en,1433,79153,3846,1270,724,4.8589,0.9147,7.603
VID004711,This TikTok trends is UNREAL,ProCentral,62343,Film & Animation,21-03-2020,23-03-2020,2,2020,3,Saturday,IN,en,1611,10000,280,25,63,2.8,0.63,4.69
VID004712,SATISFYING survival challenge You Have to See,SkyHub,1459416,People & Blogs,16-05-2024,23-05-2024,7,2024,5,Thursday,CA,en,914,541653,37380,12735,8164,6.9011,1.5072,11.4228
VID004713,Best Goals/Plays of the Week,TeamNation,4349102,Sports,21-06-2024,23-06-2024,2,2024,6,Friday,BR,pt,375,1924293,102879,19563,5606,5.3463,0.2913,6.2203
VID004714,Shroud plays Fortnite for the first time,MegaShorts,4909935,Gaming,04-06-2021,09-06-2021,5,2021,6,Friday,KR,ko,566,799974,35928,6710,3398,4.4911,0.4248,5.7654
VID004715,Why Quantum Computing Will Change Everything,IceNetwork,1509371,Science & Technology,26-08-2021,26-08-2021,0,2021,8,Thursday,GB,en,832,1621948,154519,33163,8728,9.5268,0.5381,11.1411
VID004716,Doja Cat - Sunrise (Official Music Video),MaxHub,329253,Music,04-11-2025,09-11-2025,5,2025,11,Tuesday,RU,ru,192,68901,4939,1717,331,7.1683,0.4804,8.6095
VID004717,What World Cup Means For The World,TrueTV,1693,News & Politics,13-05-2021,14-05-2021,1,2021,5,Thursday,KR,ko,595,10000,353,63,21,3.53,0.21,4.16
VID004718,Drake - Stay (Official Music Video),MegaVlogs,15574,Music,22-06-2022,23-06-2022,1,2022,6,Wednesday,US,en,237,26151,1349,190,114,5.1585,0.4359,6.4663
VID004719,Thunder - SZA (Live Performance),MegaClips,15377086,Music,09-09-2025,09-09-2025,0,2025,9,Tuesday,US,en,378,1753695,143457,48258,8715,8.1803,0.497,9.6711
VID004720,AMAZING gadgets You Have to See,DrTech,31753,Film & Animation,12-10-2020,26-10-2020,14,2020,10,Monday,GB,en,466,10000,423,70,59,4.23,0.59,6
VID004721,Bad Bunny - Sunrise [Lyrics],MrLive,186670,Music,10-08-2025,10-08-2025,0,2025,8,Sunday,AU,en,143,468571,31268,7527,10089,6.6731,2.1531,13.1325
VID004722,AMAZING survival challenge You Have to See,BestComedy,12245,Film & Animation,10-07-2023,24-07-2023,14,2023,7,Monday,IN,en,110,10000,862,131,70,8.62,0.7,10.72
VID004723,We Found the SATISFYING luxury items,MoonStudio,103550,Pets & Animals,23-08-2024,23-08-2024,0,2024,8,Friday,DE,de,302,24888,263,88,58,1.0567,0.233,1.7559
VID004724,Why Schools Don't Teach History,TeamZone,1210898,Education,28-05-2025,04-06-2025,7,2025,5,Wednesday,KR,ko,406,1749152,85279,25989,13439,4.8754,0.7683,7.1804
VID004725,Learn Geography - Complete Beginner Guide,SkyZone,2920795,Education,26-10-2023,26-10-2023,0,2023,10,Thursday,TH,th,376,807112,48662,6610,3072,6.0292,0.3806,7.171
VID004726,Football Highlights | IPL,EpicBeast,1000,Sports,10-01-2020,11-01-2020,1,2020,1,Friday,US,en,245,10000,1113,76,103,11.13,1.03,14.22
VID004727,Billie Eilish - Forever [Lyrics],ProTV,265771,Music,31-12-2024,03-01-2025,3,2024,12,Tuesday,BR,pt,387,584605,29422,3055,1631,5.0328,0.279,5.8698
VID004728,Olivia Rodrigo - Ocean (Official Music Video),MaxShow,274718,Music,05-06-2022,10-06-2022,5,2022,6,Sunday,GB,en,361,16029,165,56,60,1.0294,0.3743,2.1523
VID004729,EPIC fast food You Have to See,EpicGaming,12499337,People & Blogs,16-03-2025,17-03-2025,1,2025,3,Sunday,IN,en,348,1862961,130134,22045,14709,6.9853,0.7895,9.354
VID004730,You Won't BELIEVE What Happened Next!,DrStudio,1000,Entertainment,25-04-2023,26-04-2023,1,2023,4,Tuesday,GB,en,180,10000,674,128,48,6.74,0.48,8.18
VID004731,Top 10 MMA Moments of 2021,DrWorld,184257,Sports,19-04-2023,21-04-2023,2,2023,4,Wednesday,US,en,1087,297646,24448,6754,1031,8.2138,0.3464,9.2529
VID004732,CRAZY survival challenge You Have to See,TopBeast,185937,Howto & Style,01-10-2024,06-10-2024,5,2024,10,Tuesday,JP,ja,683,585792,63661,8580,6841,10.8675,1.1678,14.371
VID004733,This AI tools is UNREAL,UltraHD,207229,Shows,03-04-2020,08-04-2020,5,2020,4,Friday,CA,en,238,58335,1774,142,155,3.0411,0.2657,3.8382
VID004734,Top 10 MMA Moments of 2022,TopTV,36063,Sports,24-10-2021,31-10-2021,7,2021,10,Sunday,US,en,436,10000,341,19,38,3.41,0.38,4.55
VID004735,You Won't BELIEVE What Happened Next!,DrFilms,151037443,Entertainment,01-05-2024,15-05-2024,14,2024,5,Wednesday,MX,es,328,106246428,9921884,2709817,435702,9.3386,0.4101,10.5688
VID004736,Gone | SZA ft. 21 Savage,UltraMedia,95794,Music,11-03-2025,13-03-2025,2,2025,3,Tuesday,BR,pt,215,1089822,53322,6571,2838,4.8927,0.2604,5.674
VID004737,We Found the UNBELIEVABLE gadgets,TheBeast,51946,Comedy,19-06-2025,21-06-2025,2,2025,6,Thursday,VN,vi,759,20126,1289,144,225,6.4047,1.118,9.7585
VID004738,Valorant but with 100 players,StarMusic,4673370,Gaming,22-04-2020,22-04-2020,0,2020,4,Wednesday,GB,en,507,7013445,431300,22926,12322,6.1496,0.1757,6.6767
VID004739,We Found the EPIC fast food,RealCentral,226970,Shows,08-03-2021,09-03-2021,1,2021,3,Monday,JP,ja,4752,278651,25468,6630,3531,9.1397,1.2672,12.9413
VID004740,We Found the UNBELIEVABLE gadgets,GlobalExplains,315574,Comedy,25-06-2022,02-07-2022,7,2022,6,Saturday,US,en,223,63478,3267,362,76,5.1467,0.1197,5.5058
VID004741,We Found the EPIC gadgets,SuperVlogs,65678,Pets & Animals,05-04-2021,08-04-2021,3,2021,4,Monday,PK,ur,589,58607,2172,724,462,3.706,0.7883,6.0709
VID004742,Best Goals/Plays of the Week,WorldHub,384166,Sports,14-06-2021,21-06-2021,7,2021,6,Monday,IN,en,177,136022,17676,3804,722,12.995,0.5308,14.5873
VID004743,🔥 Billie Eilish NEW SONG 2026,BrightMusic,633633,Music,09-02-2023,12-02-2023,3,2023,2,Thursday,IN,en,359,25950,2318,801,164,8.9326,0.632,10.8285
VID004744,AMAZING gadgets You Have to See,MoonMedia,1919924,Autos & Vehicles,02-08-2025,03-08-2025,1,2025,8,Saturday,US,en,114,253878,4658,588,3648,1.8347,1.4369,6.1455
VID004745,We Found the SATISFYING gadgets,SkyNews,62573,People & Blogs,17-02-2020,20-02-2020,3,2020,2,Monday,NG,en,1422,10000,541,40,44,5.41,0.44,6.73
VID004746,This survival challenge is UNREAL,DrDaily,4768153,Film & Animation,26-08-2023,31-08-2023,5,2023,8,Saturday,RU,ru,586,4104549,242450,76246,23804,5.9069,0.5799,7.6467
VID004747,The Future of ChatGPT is HERE,DrZone,362394,Science & Technology,06-01-2023,09-01-2023,3,2023,1,Friday,FR,fr,437,11973,151,49,10,1.2612,0.0835,1.5117
VID004748,You Won't BELIEVE What Happened Next!,GlobalNation,1044554,Entertainment,28-09-2022,05-10-2022,7,2022,9,Wednesday,GB,en,103,537048,13084,1273,2003,2.4363,0.373,3.5552
VID004749,The Future of VR is HERE,DailyChannel,188643,Science & Technology,23-06-2020,25-06-2020,2,2020,6,Tuesday,US,en,815,46822,2144,171,169,4.579,0.3609,5.6619
VID004750,We Found the INSANE luxury items,FireClips,350498,Shows,16-08-2021,19-08-2021,3,2021,8,Monday,CA,en,957,520452,26403,7860,2780,5.0731,0.5342,6.6755
VID004751,Drake - Ice (Official Music Video),MoonNews,172710,Music,03-05-2021,17-05-2021,14,2021,5,Monday,US,en,239,39062,2210,151,508,5.6577,1.3005,9.5592
VID004752,Chiefs vs Argentina - INCREDIBLE Finish!,ProMusic,1000,Sports,29-05-2023,31-05-2023,2,2023,5,Monday,MX,es,835,10000,100,21,117,1,1.17,4.51
VID004753,Best Goals/Plays of the Week,PrimeClips,1956,Sports,13-01-2022,27-01-2022,14,2022,1,Thursday,US,en,274,10000,249,64,46,2.49,0.46,3.87
VID004754,Boxing Highlights | Wimbledon,FireBeast,184677,Sports,26-04-2024,26-04-2024,0,2024,4,Friday,KR,ko,636,32084,738,75,110,2.3002,0.3429,3.3288
VID004755,Curry DESTROYS Patriots,TopNews,2689482,Sports,27-02-2022,04-03-2022,5,2022,2,Sunday,GB,en,1367,1928536,71548,12848,7813,3.71,0.4051,4.9253
VID004756,Logan Paul FINALLY Reveals The Truth,MoonLive,7779774,Entertainment,31-08-2020,31-08-2020,0,2020,8,Monday,IN,en,769,178512,5233,1181,557,2.9315,0.312,3.8675
VID004757,NEW Baldur's Gate 3 Update is INSANE,IceMusic,5453498,Gaming,19-12-2025,22-12-2025,3,2025,12,Friday,GB,en,636,1773765,67229,16595,5216,3.7902,0.2941,4.6724
VID004758,Bad Bunny - Midnight [Lyrics],GlobalChannel,174011,Music,15-04-2021,16-04-2021,1,2021,4,Thursday,US,en,294,196793,22541,4806,948,11.4542,0.4817,12.8993
VID004759,Fire - The Weeknd (Live Performance),WildNetwork,105529,Music,25-02-2022,26-02-2022,1,2022,2,Friday,US,en,348,13900,2279,596,102,16.3957,0.7338,18.5971
VID004760,We Found the SHOCKING luxury items,DrGaming,822803,People & Blogs,12-06-2024,12-06-2024,0,2024,6,Wednesday,GB,en,1357,31211,2159,372,195,6.9174,0.6248,8.7918
VID004761,Learn Psychology - Complete Beginner Guide,MegaHD,1378,Education,26-05-2024,27-05-2024,1,2024,5,Sunday,SA,ar,119,10000,640,66,64,6.4,0.64,8.32
VID004762,Philosophy Explained in 20 Minutes,TopVlogs,223558,Education,09-02-2025,12-02-2025,3,2025,2,Sunday,BR,pt,1274,41894,579,80,148,1.3821,0.3533,2.4419
VID004763,I Spent $5000 on mystery box,FireMusic,900040,Entertainment,03-10-2023,10-10-2023,7,2023,10,Tuesday,PH,en,50,167528,16154,3279,633,9.6426,0.3778,10.7761
VID004764,This AI tools is UNREAL,TopVlogs,5870381,Howto & Style,10-07-2024,11-07-2024,1,2024,7,Wednesday,US,en,315,4643865,271224,24823,31862,5.8405,0.6861,7.8988
VID004765,Palworld but it's CURSED,StarPlays,129044,Gaming,18-08-2020,18-08-2020,0,2020,8,Tuesday,ID,id,2318,18979,1231,103,138,6.4861,0.7271,8.6675
VID004766,Ariana Grande - Fire [Lyrics],SuperTV,332848,Music,09-10-2022,11-10-2022,2,2022,10,Sunday,DE,de,198,155763,21113,1352,419,13.5546,0.269,14.3616
VID004767,IShowSpeed plays Baldur's Gate 3 for the first time,DrOfficial,8495799,Gaming,16-09-2021,16-09-2021,0,2021,9,Thursday,RU,ru,1943,1257109,54650,4361,7802,4.3473,0.6206,6.2092
VID004768,President Makes SHOCKING Announcement,TeamMusic,294449,News & Politics,18-03-2022,20-03-2022,2,2022,3,Friday,US,en,210,177518,17514,1231,334,9.866,0.1881,10.4305
VID004769,We Found the UNBELIEVABLE AI tools,StudioCentral,1664004,People & Blogs,12-07-2021,26-07-2021,14,2021,7,Monday,DE,de,142,162764,8343,885,2008,5.1258,1.2337,8.8269
VID004770,This luxury items is UNREAL,TheCentral,170670,Shows,10-08-2020,17-08-2020,7,2020,8,Monday,US,en,623,47208,2002,379,170,4.2408,0.3601,5.3211
VID004771,How Psychology Actually Works,SunGaming,7707635,Education,01-11-2023,02-11-2023,1,2023,11,Wednesday,US,en,503,3708021,144490,39977,23331,3.8967,0.6292,5.7843
VID004772,Election 2024 - Latest Updates,OfficialPlays,46914311,News & Politics,26-10-2020,09-11-2020,14,2020,10,Monday,US,en,903,61173377,2004151,426463,242082,3.2762,0.3957,4.4634
VID004773,The Most AMAZING AI tools Ever,OfficialWorld,7974802,Entertainment,20-09-2021,22-09-2021,2,2021,9,Monday,IN,en,1772,2944858,178444,56176,5172,6.0595,0.1756,6.5864
VID004774,Stay - Ed Sheeran (Live Performance),TheNation,353268,Music,05-01-2022,06-01-2022,1,2022,1,Wednesday,BR,pt,398,304556,24627,4653,2755,8.0862,0.9046,10.8
VID004775,Patriots vs Australia - INCREDIBLE Finish!,MegaShorts,60695,Sports,02-11-2021,16-11-2021,14,2021,11,Tuesday,IN,en,964,18892,296,71,81,1.5668,0.4288,2.8531
VID004776,Olivia Rodrigo - Forever (Official Music Video),BestDaily,6007442,Music,12-10-2020,14-10-2020,2,2020,10,Monday,RU,ru,185,2151623,61126,6915,7512,2.8409,0.3491,3.8883
VID004777,SATISFYING mystery box You Have to See,StudioLive,7983,People & Blogs,22-01-2024,22-01-2024,0,2024,1,Monday,KR,ko,1648,10000,293,99,2,2.93,0.02,2.99
VID004778,This TikTok trends is UNREAL,MoonReacts,3044610,Pets & Animals,06-10-2021,20-10-2021,14,2021,10,Wednesday,US,en,112,532963,21326,5369,2188,4.0014,0.4105,5.233
VID004779,Thunder | Bad Bunny ft. 21 Savage,OfficialChannel,154679,Music,15-09-2024,18-09-2024,3,2024,9,Sunday,US,en,262,11970,558,67,181,4.6617,1.5121,9.198
VID004780,Thunder - Travis Scott (Live Performance),MrMusic,810987,Music,30-03-2026,06-04-2026,7,2026,3,Monday,US,en,158,399901,7187,1136,3009,1.7972,0.7524,4.0545
VID004781,AMAZING gadgets You Have to See,SkyCentral,11154907,Travel & Events,12-10-2021,26-10-2021,14,2021,10,Tuesday,US,en,646,826750,55295,11553,2847,6.6882,0.3444,7.7213
VID004782,Robotics vs Perplexity - Ultimate Comparison,ProChannel,2247,Science & Technology,21-08-2022,22-08-2022,1,2022,8,Sunday,IN,en,422,10000,618,159,29,6.18,0.29,7.05
VID004783,We Found the SHOCKING survival challenge,PrimeNetwork,8057723,People & Blogs,06-08-2021,06-08-2021,0,2021,8,Friday,IN,en,815,1305037,69841,20676,2494,5.3516,0.1911,5.925
VID004784,I Spent $500 on gadgets,UltraZone,3797791,Entertainment,21-02-2025,26-02-2025,5,2025,2,Friday,US,en,737,2161974,236083,80481,9819,10.9198,0.4542,12.2823
VID004785,UNBELIEVABLE gadgets You Have to See,DarkPlus,8248430,Film & Animation,10-09-2024,13-09-2024,3,2024,9,Tuesday,CO,es,474,9139703,532720,103556,59382,5.8286,0.6497,7.7778
VID004786,This mystery box is UNREAL,TrueCentral,203655,Travel & Events,12-02-2020,13-02-2020,1,2020,2,Wednesday,DE,de,923,73372,1637,473,145,2.2311,0.1976,2.824
VID004787,GTA 6 but with 100 players,IceFilms,205591,Gaming,04-07-2022,04-07-2022,0,2022,7,Monday,KR,ko,1598,274013,12042,3641,1522,4.3947,0.5554,6.061
VID004788,This AI tools is UNREAL,TeamLive,94231,Shows,27-12-2020,28-12-2020,1,2020,12,Sunday,GB,en,325,234871,22903,3309,2659,9.7513,1.1321,13.1476
VID004789,We Tried fast food For 24 Hours,MrHub,1000,Entertainment,16-09-2021,19-09-2021,3,2021,9,Thursday,JP,ja,179,10000,525,149,156,5.25,1.56,9.93
VID004790,We Found the CRAZY survival challenge,MoonDaily,175389,Film & Animation,28-06-2020,03-07-2020,5,2020,6,Sunday,KR,ko,911,34358,1500,132,258,4.3658,0.7509,6.6185
VID004791,Palworld World Record Speedrun,DrShow,442807,Gaming,09-04-2021,10-04-2021,1,2021,4,Friday,FR,fr,2780,191659,8345,2242,723,4.3541,0.3772,5.4858
VID004792,Dua Lipa - Thunder (Official Music Video),MaxHD,4720,Music,08-03-2025,09-03-2025,1,2025,3,Saturday,US,en,287,26652,3125,938,259,11.7252,0.9718,14.6406
VID004793,This gadgets is UNREAL,TopTV,1000,Film & Animation,27-09-2021,29-09-2021,2,2021,9,Monday,US,en,346,10000,1094,158,39,10.94,0.39,12.11
VID004794,We Found the CRAZY survival challenge,DrOfficial,95250,Film & Animation,01-04-2024,06-04-2024,5,2024,4,Monday,KR,ko,612,17290,2050,631,101,11.8566,0.5842,13.609
VID004795,This TikTok trends is UNREAL,TopShorts,44667,Comedy,11-12-2020,14-12-2020,3,2020,12,Friday,GB,en,3533,15260,647,87,46,4.2398,0.3014,5.1442
VID004796,I Spent $100000 on TikTok trends,MegaStudio,3472703,Entertainment,07-09-2024,14-09-2024,7,2024,9,Saturday,KR,ko,904,84713,3158,1069,170,3.7279,0.2007,4.3299
VID004797,Midnight | Kendrick Lamar ft. Future,TheCentral,52718,Music,16-10-2022,16-10-2022,0,2022,10,Sunday,DE,de,277,46862,2067,697,234,4.4108,0.4993,5.9088
VID004798,SHOCKING fast food You Have to See,MrPlays,640361,Howto & Style,18-09-2020,02-10-2020,14,2020,9,Friday,TH,th,512,1661599,155080,20164,1984,9.3332,0.1194,9.6914
VID004799,Taylor Swift - Midnight [Lyrics],MoonMusic,898926,Music,19-07-2025,24-07-2025,5,2025,7,Saturday,US,en,333,431470,16768,3458,3179,3.8862,0.7368,6.0966
VID004800,This AI tools is UNREAL,TeamComedy,1112210,Autos & Vehicles,04-01-2024,05-01-2024,1,2024,1,Thursday,US,en,811,25498,403,108,113,1.5805,0.4432,2.91
VID004801,We Found the SATISFYING gadgets,MrDaily,10061,Howto & Style,21-04-2024,22-04-2024,1,2024,4,Sunday,US,en,1605,10000,748,237,103,7.48,1.03,10.57
VID004802,Wild - Doja Cat (Live Performance),RealGaming,41869,Music,14-10-2020,15-10-2020,1,2020,10,Wednesday,MX,es,390,24765,663,110,67,2.6772,0.2705,3.4888
VID004803,Election 2025 - Latest Updates,WildMedia,27047,News & Politics,26-04-2023,27-04-2023,1,2023,4,Wednesday,IN,en,996,10000,1018,139,72,10.18,0.72,12.34
VID004804,BREAKING: IPL | Full Coverage,MaxDaily,117238,News & Politics,29-09-2022,04-10-2022,5,2022,9,Thursday,US,en,110,667389,31490,6876,5281,4.7184,0.7913,7.0923
VID004805,Top 10 Football Moments of 2022,CoolDaily,45162,Sports,22-11-2024,22-11-2024,0,2024,11,Friday,US,en,1030,13616,1684,331,13,12.3678,0.0955,12.6542
VID004806,MrBeast FINALLY Reveals The Truth,WorldCentral,86265,Entertainment,31-12-2022,05-01-2023,5,2022,12,Saturday,VN,vi,2142,18541,944,294,142,5.0914,0.7659,7.389
VID004807,Sunrise | SZA ft. Nicki Minaj,FireShorts,1733113,Music,13-04-2023,18-04-2023,5,2023,4,Thursday,US,en,174,3635071,131918,36543,6351,3.629,0.1747,4.1532
VID004808,Prime Minister Makes SHOCKING Announcement,CoolWorld,9194,News & Politics,09-08-2024,12-08-2024,3,2024,8,Friday,BR,pt,447,10000,938,276,50,9.38,0.5,10.88
VID004809,Thunder | Ed Sheeran ft. Future,UltraNetwork,709101,Music,04-05-2020,06-05-2020,2,2020,5,Monday,US,en,151,50104,3983,516,597,7.9495,1.1915,11.524
VID004810,IShowSpeed plays Minecraft for the first time,SkyTech,743249,Gaming,27-08-2024,30-08-2024,3,2024,8,Tuesday,US,en,2293,111252,7634,2082,216,6.8619,0.1942,7.4444
VID004811,Kendrick Lamar - Forever (Official Music Video),BestPlays,1000,Music,10-10-2023,10-10-2023,0,2023,10,Tuesday,AR,es,269,10000,480,41,100,4.8,1,7.8
VID004812,Top 10 Cricket Moments of 2020,DailyGaming,4302113,Sports,15-05-2021,20-05-2021,5,2021,5,Saturday,BR,pt,990,1876681,199606,15241,3166,10.6361,0.1687,11.1422
VID004813,I Beat Baldur's Gate 3 Without jumping,OfficialGaming,4097040,Gaming,01-10-2025,03-10-2025,2,2025,10,Wednesday,US,en,879,322564,11544,984,579,3.5788,0.1795,4.1173
VID004814,This gadgets is UNREAL,WildMusic,222673,People & Blogs,01-03-2020,04-03-2020,3,2020,3,Sunday,GB,en,1371,32410,580,66,115,1.7896,0.3548,2.8541
VID004815,Tesla Model 3 Review - Is It Worth It?,SuperReacts,3672621,Science & Technology,24-07-2022,26-07-2022,2,2022,7,Sunday,NG,en,152,6446459,198695,27886,68005,3.0822,1.0549,6.247
VID004816,I Spent $500 on luxury items,SuperNews,59386,Entertainment,19-10-2024,21-10-2024,2,2024,10,Saturday,FR,fr,134,76851,2569,141,415,3.3428,0.54,4.9629
VID004817,The Most EPIC TikTok trends Ever,SunTV,417455,Entertainment,05-06-2021,05-06-2021,0,2021,6,Saturday,IN,en,225,325517,12756,3639,1441,3.9187,0.4427,5.2467
VID004818,Why Blockchain Will Change Everything,WorldShorts,2945,Science & Technology,01-06-2024,03-06-2024,2,2024,6,Saturday,GB,en,5761,10000,377,108,164,3.77,1.64,8.69
VID004819,We Found the CRAZY mystery box,SkyExplains,6238486,Pets & Animals,06-02-2026,06-02-2026,0,2026,2,Friday,JP,ja,241,564556,42883,12110,2792,7.5959,0.4945,9.0795
VID004820,India vs Liverpool - INCREDIBLE Finish!,MegaTV,2151492,Sports,08-02-2024,15-02-2024,7,2024,2,Thursday,IN,en,121,998959,73187,20983,5548,7.3263,0.5554,8.9925
VID004821,We Found the INSANE fast food,PrimeOfficial,9415,Film & Animation,24-02-2023,24-02-2023,0,2023,2,Friday,US,en,1204,10000,1933,624,64,19.33,0.64,21.25
VID004822,We Found the UNBELIEVABLE mystery box,PrimeBeast,33841,People & Blogs,21-01-2020,22-01-2020,1,2020,1,Tuesday,BR,pt,153,10000,1676,215,65,16.76,0.65,18.71
VID004823,Top 10 Tennis Moments of 2021,DrTech,19107,Sports,18-12-2022,21-12-2022,3,2022,12,Sunday,GB,en,352,10000,453,145,206,4.53,2.06,10.71
VID004824,This mystery box is UNREAL,MegaNation,124064,Pets & Animals,05-02-2026,05-02-2026,0,2026,2,Thursday,DE,de,216,107390,3206,763,667,2.9854,0.6211,4.8487
VID004825,Fire | Travis Scott ft. Lil Baby,GlobalFilms,1135447,Music,19-09-2023,19-09-2023,0,2023,9,Tuesday,KR,ko,189,377937,2971,646,103,0.7861,0.0273,0.8679
VID004826,EU Crisis Explained,DarkHub,11214,News & Politics,02-01-2023,07-01-2023,5,2023,1,Monday,JP,ja,482,10000,1046,112,43,10.46,0.43,11.75
